title,genre,release_year,runtime,rating,vote_count,director,cast1,cast2,cast3,cast4,overview,gross,poster_link,source,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Science Fiction,Sport,Thriller,TV Movie,War,Western,main_genre
Stealth,Science Fiction,2005,121.0,5.4,1028,Rob Cohen,Josh Lucas,Jessica Biel,Jamie Foxx,Sam Shepard,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control ... before it initiates the next world war.",-58067057.0,https://image.tmdb.org/t/p/w500/eVmOkUrEIRm6DKusKbI1gVS8paQ.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Science Fiction
Casualties of War,"Drama, History, War",1989,113.0,7.133,868,Brian De Palma,Michael J. Fox,Sean Penn,Don Harvey,John C. Reilly,"During the Vietnam War, a soldier finds himself the outsider of his own squad when they unnecessarily kidnap a female villager.",-3828683.0,https://image.tmdb.org/t/p/w500/3SerZUDoU9TMCXMsQqiXvSWm0uL.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Drama
The Rundown,"Adventure, Action, Comedy, Thriller",2003,104.0,6.454,1943,Peter Berg,Dwayne Johnson,Seann William Scott,Rosario Dawson,Christopher Walken,"When Travis, the mouthy son of a criminal, disappears in the Amazon in search of a treasured artifact, his father sends in Beck, who becomes Travis's rival for the affections of Mariana, a mysterious Brazilian woman. With his steely disposition, Beck is a man of few words -- but it takes him all the discipline he can muster to work with Travis to nab a tyrant who's after the same treasure.",-4100000.0,https://image.tmdb.org/t/p/w500/cwNeP2fz0vqNhmKIcSgLD0xc6g2.jpg,TMDB,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Adventure
Around the World in 80 Days,"Action, Adventure, Comedy",2004,120.0,5.9,2461,Frank Coraci,Jackie Chan,Steve Coogan,Cécile de France,Jim Broadbent,"A bet pits a British inventor, a Chinese thief and a French artist on a worldwide adventure that they can circle the globe in 80 days.",-37821105.0,https://image.tmdb.org/t/p/w500/pwYJWmZcbxFc1uGZTcPMNbZxMkw.jpg,TMDB,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
Son of the Mask,"Fantasy, Comedy, Family, Adventure",2005,94.0,4.2,1806,Lawrence Guterman,Jamie Kennedy,Alan Cumming,Traylor Howard,Kal Penn,"Tim Avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son ""born of the mask"", he discovers just how looney child raising can be.",-84000000.0,https://image.tmdb.org/t/p/w500/Adgnfhm9B8YAQmC0osuP4zO9SRc.jpg,TMDB,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fantasy
Species II,"Science Fiction, Action, Horror",1998,93.0,5.147,692,Peter Medak,Michael Madsen,Natasha Henstridge,Marg Helgenberger,Mykelti Williamson,"Having just returned from a mission to Mars, Commander Ross isn't exactly himself. He's slowly becoming a terrifying alien entity with one goal -- to procreate with human women! When countless women suffer gruesome deaths after bearing half-alien offspring, scientist Laura Baker and hired assassin Press Lennox use Eve, a more tempered alien clone, to find Ross and his brood. Before long Eve escapes to mate with Ross.",-15800000.0,https://image.tmdb.org/t/p/w500/8LSBi0bHACZtIiVErUBQ2UXNYLA.jpg,TMDB,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Science Fiction
What Ever Happened to Baby Jane?,"Thriller, Drama, Horror",1962,135.0,7.917,1017,Robert Aldrich,Bette Davis,Joan Crawford,Victor Buono,Wesley Addy,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,-980000.0,https://image.tmdb.org/t/p/w500/msGYzyWwtjAaA3DScdgmvJ5MReG.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Thriller
D-Tox,"Thriller, Crime, Horror",2002,96.0,5.571,630,Jim Gillespie,Sylvester Stallone,Polly Walker,Charles S. Dutton,Kris Kristofferson,A disgraced FBI agent with a drinking problem joins nine other troubled law enforcement officers at an isolated detox clinic in the wilds of Wyoming. But the therapeutic sanctuary becomes a nightmarish hellhole when a major snowstorm cuts off the clinic from the outside world and enables a killer on the inside to get busy.,-48367617.0,https://image.tmdb.org/t/p/w500/AdLg3zOxCcyWQYKSK86q20dibq.jpg,TMDB,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Thriller
The Iron Giant,"Family, Animation, Science Fiction, Adventure",1999,86.0,7.945,5510,Brad Bird,Vin Diesel,Eli Marienthal,Jennifer Aniston,Harry Connick Jr.,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",-26700000.0,https://image.tmdb.org/t/p/w500/ct04FCFLPImNG5thcPLRnVsZlmS.jpg,TMDB,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Family
Chaplin,Drama,1992,143.0,7.436,1057,Richard Attenborough,Robert Downey Jr.,Geraldine Chaplin,Paul Rhys,John Thaw,"An aged Charlie Chaplin narrates his life to his autobiography's editor, including his rise to wealth and comedic fame from poverty, his turbulent personal life and his run-ins with the FBI.",-21506741.0,https://image.tmdb.org/t/p/w500/Aeltt5tl02zrEj4GoMynHc94lWG.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
Fear,Thriller,1996,97.0,6.425,805,James Foley,Mark Wahlberg,Reese Witherspoon,William Petersen,Amy Brenneman,"Nicole Walker always dreamed of being swept away by someone special — someone strong, sexy and sensitive who would care for her more than anything else in the world. David is all that and more: a modern-day knight who charms and seduces her, body and soul. But her perfect boyfriend is not all he seems to be. His sweet facade masks a savage, dark side that will soon transform Nicole's dream into a nightmare.",0.0,https://image.tmdb.org/t/p/w500/mUVTKyDGKgpSF41PEsrrXDzBhSo.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Thriller
The Arrival,"Science Fiction, Thriller, Horror",1996,115.0,5.986,721,David Twohy,Charlie Sheen,Lindsay Crouse,Richard Schiff,Ron Silver,"Zane Ziminski is an astrophysicist who receives a message that seems to have extraterrestrial origins. Eerily soon after his discovery, Zane is fired. He then embarks on a search to determine the origins of the transmission that leads him into a Hitchcockian labyrinth of paranoia and intrigue.",-10936669.0,https://image.tmdb.org/t/p/w500/7ARbqk8SqABU8QqANvpJCpMQ5nj.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Science Fiction
The Ghost and the Darkness,"Adventure, Action, Thriller, Horror, History",1996,109.0,6.767,996,Stephen Hopkins,Michael Douglas,Val Kilmer,Tom Wilkinson,John Kani,"Sir Robert Beaumont is behind schedule on a railroad in Africa. Enlisting noted engineer John Henry Patterson to right the ship, Beaumont expects results. Everything seems great until the crew discovers the mutilated corpse of the project's foreman, seemingly killed by a lion. After several more attacks, Patterson calls in famed hunter Charles Remington, who has finally met his match in the bloodthirsty lions.",-11380595.0,https://image.tmdb.org/t/p/w500/3KEPs6RKlin9pT9fqjtW7MSLC8H.jpg,TMDB,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Adventure
The Watcher,"Mystery, Thriller",2000,96.0,5.076,487,Joe Charbanic,James Spader,Keanu Reeves,Marisa Tomei,Ernie Hudson,"FBI agent Joel Campbell, burnt-out and shell-shocked after years spent chasing serial killers, flees L.A. to begin a new life for himself in Chicago. But five months later, Joel's best laid plans are abruptly cut short when his new hometown becomes the setting for some particularly gruesome murders--murders that could only have been committed by one man: David Allen Griffin. One of Joel's most elusive and cunning nemeses, Griffin has followed his former pursuer to Chicago in order to play a sadistic game of cat and mouse. Taunting Joel with photographs of his intended victims and leaving his crime scenes meticulously free of clues in order to keep the police at bay, Griffin derives as much pleasure out of watching Joel react to every movement as watching his victims die. But when Griffin moves into Joel's inner circle, Joel must quickly find some way to stop him before someone close to him becomes the next one to die.",-33000000.0,https://image.tmdb.org/t/p/w500/hsMvndtd3KPAvJ3q7zKZuNSB1R3.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Mystery
Looney Tunes: Back in Action,"Animation, Comedy, Family",2003,93.0,6.4,1481,Joe Dante,Brendan Fraser,Jenna Elfman,Steve Martin,Joe Alaskey,"Fed up with all the attention going to Bugs Bunny, Daffy Duck quits Hollywood, teams up with recently-fired stuntman Damien Drake Jr. and embarks on a round-the-world adventure, along with Bugs and The VP of Warner Bros. Their mission? Find Damien's father, and the missing blue diamond... and stay one step ahead of The Acme Corp., who wants the diamond for their own purposes.",-11500000.0,https://image.tmdb.org/t/p/w500/q0kntpdsHA0QdYjpQdNBqrVTdQq.jpg,TMDB,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
American Psycho II: All American Girl,"Horror, Thriller",2002,88.0,4.5,404,Morgan J. Freeman,Mila Kunis,William Shatner,Geraint Wyn Davies,Lindy Booth,"Rachel is a criminology student hoping to land a position as a teacher's assistant for professor Robert Starkman. She's sure this position will pave the way to an FBI career, and she's willing to do anything to obtain it -- including killing her classmates. The school psychiatrist, Dr. Daniels, becomes aware that Rachel is insane, but Rachel is skilled at her dangerous game of death and identity theft.",-10000000.0,https://image.tmdb.org/t/p/w500/mYBvrIV78mckZGdT5gpHtXOKVc2.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Horror
The Frighteners,"Horror, Comedy",1996,110.0,6.889,1508,Peter Jackson,Michael J. Fox,Trini Alvarado,Peter Dobson,John Astin,"Once an architect, Frank Bannister now passes himself off as an exorcist of evil spirits. To bolster his facade, he claims his ""special"" gift is the result of a car accident that killed his wife. But what he does not count on is more people dying in the small town where he lives. As he tries to piece together the supernatural mystery of these killings, he falls in love with the wife of one of the victims and deals with a crazy FBI agent.",-640784.0,https://image.tmdb.org/t/p/w500/2ZwWDOoU1yy9qyhLEatcgI94ESy.jpg,TMDB,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Horror
Showgirls,Drama,1995,131.0,5.554,1206,Paul Verhoeven,Elizabeth Berkley,Kyle MacLachlan,Gina Gershon,Glenn Plummer,"Fresh to Las Vegas with no connections, Nomi Malone takes a job as an exotic dancer. Her talents are quickly noticed by Cristal, a headlining dancer who senses an opportunity to bolster her own act. But Nomi won’t play second fiddle and soon begins her venomous path to the top, ruthlessly backstabbing anyone who gets in her way.",-24649246.0,https://image.tmdb.org/t/p/w500/atjtGFIIt9QMGf9ELyboq5cl466.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
Tremors 3: Back to Perfection,"Action, Comedy, Horror, Science Fiction, Thriller",2001,105.0,5.8,614,Brent Maddock,Michael Gross,Susan Chuang,Shawn Christian,Charlotte Stewart,"Survivalist Burt Gummer returns home to Perfection, to find that the little town has been shaken up again by morphing, man-eating Graboids.",-6000000.0,https://image.tmdb.org/t/p/w500/2dpgRy7ekDUNNk2FxYPkxBcG8li.jpg,TMDB,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Action
Tremors 4: The Legend Begins,"Action, Comedy, Horror, Western",2004,101.0,5.7,449,S.S. Wilson,Michael Gross,Sara Botsford,Billy Drago,Brent Roam,"In 1889, seventeen men die under mysterious circumstances, and spooked by recent events, the miners who populate the town leave in droves until there's nothing left but a shell of a community.",-5000000.0,https://image.tmdb.org/t/p/w500/yhh1zMGoy6nYSXMgrsYoNRbclJn.jpg,TMDB,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Action
High School Musical,"Comedy, Drama, Family, Music, Romance, TV Movie",2006,98.0,6.563,4521,Kenny Ortega,Zac Efron,Vanessa Hudgens,Ashley Tisdale,Lucas Grabeel,A popular high school athlete and an academically gifted girl get roles in the school musical and develop a friendship that threatens East High's social order.,-4196254.0,https://image.tmdb.org/t/p/w500/1DGmWZjUJPeKGFRHGCA6VPFUBML.jpg,TMDB,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,Comedy
The Black Cauldron,"Animation, Adventure, Family, Fantasy",1985,80.0,6.4,1261,Ted Berman,Grant Bardsley,Susan Sheridan,John Byner,Nigel Hawthorne,"Taran is an assistant pigkeeper with boyish dreams of becoming a great warrior. However, he has to put the daydreaming aside when his charge, an oracular pig named Hen Wen, is kidnapped by an evil lord known as the Horned King. The villain hopes Hen will show him the way to The Black Cauldron, which has the power to create a giant army of unstoppable soldiers.",-3700000.0,https://image.tmdb.org/t/p/w500/ef11J5KGMp26kEzeg8ghAKeB65C.jpg,TMDB,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
The Beverly Hillbillies,"Comedy, Family",1993,93.0,6.295,526,Penelope Spheeris,Jim Varney,Diedrich Bader,Erika Eleniak,Cloris Leachman,"Jed Clampett and kin move from Arkansas to Beverly Hills when he becomes a billionaire, after an oil strike. The country folk are very naive with regard to life in the big city, so when Jed starts a search for a new wife there are inevitably plenty of takers and con artists ready to make a fast buck",0.0,https://image.tmdb.org/t/p/w500/refYLEQvzkY63i2IHronCPQODex.jpg,TMDB,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
Tremors II: Aftershocks,"Action, Horror, Comedy, Science Fiction, Thriller",1996,99.0,6.2,926,S.S. Wilson,Fred Ward,Helen Shaver,Chris Gartin,Michael Gross,"Giant underground creatures that terrorized a desert town are now plowing their way through Mexican oil fields, gobbling up everything and everyone around - and only one man can stop them.",-4000000.0,https://image.tmdb.org/t/p/w500/meIuuXHhuDg1iUVOp8fr14XOXR1.jpg,TMDB,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Action
Baby's Day Out,"Comedy, Adventure, Family, Crime, Drama",1994,99.0,6.355,1305,Patrick Read Johnson,Joe Mantegna,Lara Flynn Boyle,Joe Pantoliano,Brian Haley,"Baby Bink couldn't ask for more: he has adoring (if somewhat sickly-sweet) parents, lives in a huge mansion, and he's just about to appear in the social pages of the paper. Unfortunately, not everyone in the world is as nice as Baby Bink's parents—especially the three enterprising kidnappers who pretend to be photographers from the newspaper. Successfully kidnapping Baby Bink, they have a harder time keeping hold of the rascal, who not only keeps one step ahead of them, but seems to be more than a little bit smarter than the three bumbling criminals.",-33328495.0,https://image.tmdb.org/t/p/w500/21U2jwl36hoTHsXB3fDuIQkcchu.jpg,TMDB,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
Aladdin and the King of Thieves,"Adventure, Animation, Family",1996,81.0,6.264,1823,Tad Stones,Val Bettin,Jim Cummings,Gilbert Gottfried,Linda Larkin,"Legendary secrets are revealed as Aladdin and his friends—Jasmine, Abu, Carpet and, of course, the always entertaining Genie—face all sorts of terrifying threats and make some exciting last-minute escapes pursuing the King Of Thieves and his villainous crew.",0.0,https://image.tmdb.org/t/p/w500/kTH7qEyvdDYMoQraQZm3LFKCge3.jpg,TMDB,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure
The Lair of the White Worm,"Horror, Comedy",1988,93.0,5.9,248,Ken Russell,Amanda Donohoe,Hugh Grant,Catherine Oxenberg,Peter Capaldi,"When an archaeologist uncovers a strange skull in a foreign land, the residents of a nearby town begin to disappear, leading to further inexplicable occurrences.",-1310685.0,https://image.tmdb.org/t/p/w500/zML40jEOINjmagpHY9r27VPbZqF.jpg,TMDB,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Horror
The Adventures of Buckaroo Banzai Across the 8th Dimension,"Science Fiction, Comedy, Adventure, Romance",1984,103.0,6.018,417,W.D. Richter,Peter Weller,John Lithgow,Ellen Barkin,Jeff Goldblum,"Adventurer/surgeon/rock musician Buckaroo Banzai and his band of men, the Hong Kong Cavaliers, take on evil alien invaders from the 8th dimension.",-10745852.0,https://image.tmdb.org/t/p/w500/l9NDh3IYPAmSYjqMcxPfUh83Xwm.jpg,TMDB,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Science Fiction
Black Knight,"Comedy, Fantasy, Adventure",2001,95.0,5.371,1078,Gil Junger,Martin Lawrence,Marsha Thomason,Tom Wilkinson,Jeannette Weegar,"Martin Lawrence plays Jamal, an employee in Medieval World amusement park. After nearly drowning in the moat, he awakens to find himself in 14th century England.",-16577194.0,https://image.tmdb.org/t/p/w500/pVxwVH461k9u4tUfRewT29DEZ2e.jpg,TMDB,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
Jason and the Argonauts,"Adventure, Family, Fantasy",1963,104.0,7.163,593,Don Chaffey,Todd Armstrong,Nancy Kovack,Gary Raymond,Laurence Naismith,"Jason, a fearless sailor and explorer, returns to his home land of Thessaly after a long voyage to claim his rightful throne. He learns, however, that he must first find the magical Golden Fleece. To do so, he must embark on an epic quest fraught with fantastic monsters and terrible perils.",-900000.0,https://image.tmdb.org/t/p/w500/mVhxJYcSpndSpa58IiXKC5aKpkH.jpg,TMDB,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure
The I Inside,"Thriller, Mystery, Science Fiction, Drama",2004,90.0,6.0,254,Roland Suso Richter,Ryan Phillippe,Sarah Polley,Piper Perabo,Robert Sean Leonard,"Simon Cable wakes up in a hospital bed, confused and disoriented. He soon discovers from doctors that he has amnesia and is unable to remember the last two years of his life. Cable investigates what has happened to him and slowly pieces together his enigmatic past.",-8727038.0,https://image.tmdb.org/t/p/w500/6uHG4HpORiTVq2PVT6s5nzvJGzh.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Thriller
Masters of the Universe,"Action, Fantasy, Science Fiction, Adventure, Thriller",1987,106.0,5.717,877,Gary Goddard,Dolph Lundgren,Frank Langella,Meg Foster,Billy Barty,"The world of Eternia in the aftermath of Skeletor's war on Castle Grayskull, which he has won after seizing Grayskull and the surrounding city using a cosmic key developed by the locksmith Gwildor. The Sorceress is now Skeletor's prisoner and he begins to drain her life-force as he waits for the moon of Eternia to align with the Great Eye of the Universe that will bestow god-like power upon him.",-4663630.0,https://image.tmdb.org/t/p/w500/gaUecXFd31V68yOTJPJYaB9YhAf.jpg,TMDB,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Action
